Datalog report
Fri Feb 14 08:59:54 2025

                      Lot:  8IQY47003.05-TT-I
                   Tester:  smartscale00.anoralabs.com
                  Program:  IBM_NP_Master_Rev004_HT.ttf
                      Rev:  
                   Device:  B6811850
          Device Revision:  
                    Sites:  1
             Package Type:  B6811850
                 Operator:  Joe
                Test Code:  FT
         Test Temperature:  25C
        Handler or Prober:  handtest (Offline)
         Smartest Version:  7.10.6.0
    Smartest Release Date:  Thu, 04 Aug 2022 08:14:36 +0200
           Executive Name:  TCCT
        Executive Version:  1.9.8
   Executive Release Date:  20200617


Site1 PartID: "P8299856"
Number     Test Name                                                             Low           Measured               High       Site(P/F)
721101     vdd_core                                                            0.080V     <      0.0997V     <       0.120V      Site:1
404028     chip_pmbist_400_core_row8_march_blif_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404029     chip_pmbist_400_core_row9_march_blif_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404030     chip_pmbist_400_core_row10_march_blif_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404031     chip_pmbist_400_core_row11_march_blif_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404032     chip_pmbist_400_core_row12_march_blif_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404033     chip_pmbist_400_core_row13_march_blif_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404034     chip_pmbist_400_core_row14_march_blif_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404035     chip_pmbist_400_core_row15_march_blif_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404036     chip_pmbist_400_ctrl_data_top_march_blif_noinit                     1.000NA    <      1.0000NA    <       1.000NA     Site:1
404037     chip_pmbist_400_fbuf_col0_march_blif_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404038     chip_pmbist_400_fbuf_col_row_march_blif_noinit                      1.000NA    <      1.0000NA    <       1.000NA     Site:1
404039     chip_pmbist_400_core_row0_march_d2pf_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404040     chip_pmbist_400_core_row1_march_d2pf_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404041     chip_pmbist_400_core_row2_march_d2pf_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404042     chip_pmbist_400_core_row3_march_d2pf_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404043     chip_pmbist_400_core_row4_march_d2pf_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404044     chip_pmbist_400_core_row5_march_d2pf_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404045     chip_pmbist_400_core_row6_march_d2pf_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404046     chip_pmbist_400_core_row7_march_d2pf_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404047     chip_pmbist_400_core_row8_march_d2pf_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404048     chip_pmbist_400_core_row9_march_d2pf_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404049     chip_pmbist_400_core_row10_march_d2pf_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404050     chip_pmbist_400_core_row11_march_d2pf_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404051     chip_pmbist_400_core_row12_march_d2pf_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404052     chip_pmbist_400_core_row13_march_d2pf_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404053     chip_pmbist_400_core_row14_march_d2pf_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404054     chip_pmbist_400_core_row15_march_d2pf_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404055     chip_pmbist_400_ctrl_data_top_march_d2pf_noinit                     1.000NA    <      1.0000NA    <       1.000NA     Site:1
404056     chip_pmbist_400_fbuf_col0_march_d2pf_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404057     chip_pmbist_400_fbuf_col_row_march_d2pf_noinit                      1.000NA    <      1.0000NA    <       1.000NA     Site:1
404058     chip_pmbist_400_core_row0_march_hamr8_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404059     chip_pmbist_400_core_row1_march_hamr8_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404060     chip_pmbist_400_core_row2_march_hamr8_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404061     chip_pmbist_400_core_row3_march_hamr8_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404062     chip_pmbist_400_core_row4_march_hamr8_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404063     chip_pmbist_400_core_row5_march_hamr8_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404064     chip_pmbist_400_core_row6_march_hamr8_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404065     chip_pmbist_400_core_row7_march_hamr8_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404066     chip_pmbist_400_core_row8_march_hamr8_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404067     chip_pmbist_400_core_row9_march_hamr8_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404068     chip_pmbist_400_core_row10_march_hamr8_noinit                       1.000NA    <      1.0000NA    <       1.000NA     Site:1
404069     chip_pmbist_400_core_row11_march_hamr8_noinit                       1.000NA    <      1.0000NA    <       1.000NA     Site:1
404070     chip_pmbist_400_core_row12_march_hamr8_noinit                       1.000NA    <      1.0000NA    <       1.000NA     Site:1
404071     chip_pmbist_400_core_row13_march_hamr8_noinit                       1.000NA    <      1.0000NA    <       1.000NA     Site:1
404072     chip_pmbist_400_core_row14_march_hamr8_noinit                       1.000NA    <      1.0000NA    <       1.000NA     Site:1
404073     chip_pmbist_400_core_row15_march_hamr8_noinit                       1.000NA    <      1.0000NA    <       1.000NA     Site:1
404074     chip_pmbist_400_ctrl_data_top_march_hamr8_noinit                    1.000NA    <      1.0000NA    <       1.000NA     Site:1
404075     chip_pmbist_400_fbuf_col0_march_hamr8_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404076     chip_pmbist_400_fbuf_col_row_march_hamr8_noinit                     1.000NA    <      1.0000NA    <       1.000NA     Site:1
404077     chip_pmbist_400_core_row0_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
404078     chip_pmbist_400_core_row1_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
404079     chip_pmbist_400_core_row2_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
404080     chip_pmbist_400_core_row3_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
404081     chip_pmbist_400_core_row4_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
404082     chip_pmbist_400_core_row5_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
404083     chip_pmbist_400_core_row6_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
404084     chip_pmbist_400_core_row7_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
404085     chip_pmbist_400_core_row8_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
404086     chip_pmbist_400_core_row9_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
404087     chip_pmbist_400_core_row10_march_raw_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404088     chip_pmbist_400_core_row11_march_raw_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404089     chip_pmbist_400_core_row12_march_raw_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404090     chip_pmbist_400_core_row13_march_raw_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404091     chip_pmbist_400_core_row14_march_raw_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404092     chip_pmbist_400_core_row15_march_raw_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404093     chip_pmbist_400_ctrl_data_top_march_raw_noinit                      1.000NA    <      1.0000NA    <       1.000NA     Site:1
404094     chip_pmbist_400_fbuf_col0_march_raw_noinit                          1.000NA    <      1.0000NA    <       1.000NA     Site:1
404095     chip_pmbist_400_fbuf_col_row_march_raw_noinit                       1.000NA    <      1.0000NA    <       1.000NA     Site:1
404096     chip_pmbist_400_core_row0_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404097     chip_pmbist_400_core_row1_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404098     chip_pmbist_400_core_row2_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404099     chip_pmbist_400_core_row3_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404100     chip_pmbist_400_core_row4_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404101     chip_pmbist_400_core_row5_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404102     chip_pmbist_400_core_row6_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404103     chip_pmbist_400_core_row7_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404104     chip_pmbist_400_core_row8_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404105     chip_pmbist_400_core_row9_march_wcgd_noinit                         1.000NA    <      1.0000NA    <       1.000NA     Site:1
404106     chip_pmbist_400_core_row10_march_wcgd_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404107     chip_pmbist_400_core_row11_march_wcgd_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404108     chip_pmbist_400_core_row12_march_wcgd_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404109     chip_pmbist_400_core_row13_march_wcgd_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
404110     chip_pmbist_400_core_row14_march_wcgd_noinit                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
